date,store_id,product_id,qty_sold,price,on_promo,lag_1,lag_7,rolling_mean_7,rolling_std_7,day_of_week,month,promo_effect,predicted_sales
2023-05-01,Store_1,Product_1,26,200,0,31.0,30.0,27.428571428571427,5.094347941825458,0,5,0,24.044037536252617
2023-05-02,Store_1,Product_1,36,159,1,26.0,24.0,26.857142857142858,4.980915960897568,1,5,36,37.687513392369
2023-05-03,Store_1,Product_1,25,361,0,36.0,23.0,28.571428571428573,5.8268671644702215,2,5,0,25.222686159290344
2023-05-04,Store_1,Product_1,24,454,0,25.0,22.0,28.857142857142858,5.55063273956439,3,5,0,25.39953488165143
2023-05-05,Store_1,Product_1,27,243,0,24.0,26.0,29.142857142857142,5.177791402666206,4,5,0,25.56264586087093
2023-05-06,Store_1,Product_1,32,257,0,27.0,36.0,29.285714285714285,5.08967208224284,5,5,0,34.90681073017922
2023-05-07,Store_1,Product_1,33,418,0,32.0,31.0,28.714285714285715,4.386125310350301,6,5,0,34.93411499651402
2023-05-08,Store_1,Product_1,23,445,0,33.0,26.0,29.0,4.618802153517036,0,5,0,25.412984803690392
2023-05-09,Store_1,Product_1,25,417,0,23.0,36.0,28.571428571428573,5.061526214398964,1,5,0,25.24948710292972
2023-05-10,Store_1,Product_1,27,495,0,25.0,25.0,27.0,3.9581140290126804,2,5,0,24.994691116245303
2023-05-11,Store_1,Product_1,25,221,0,27.0,24.0,27.285714285714285,3.8606685826113365,3,5,0,24.186137677004933
2023-05-12,Store_1,Product_1,21,195,0,25.0,27.0,27.428571428571427,3.7352886036264015,4,5,0,23.971951041979857
2023-05-13,Store_1,Product_1,36,336,0,21.0,32.0,26.571428571428573,4.466808810815759,5,5,0,35.32289341008447
2023-05-14,Store_1,Product_1,35,288,0,36.0,33.0,27.142857142857142,5.429197958832483,6,5,0,35.142617027578524
2023-05-15,Store_1,Product_1,27,168,0,35.0,23.0,27.428571428571427,5.826867164470224,0,5,0,24.078655601795816
2023-05-16,Store_1,Product_1,26,175,0,27.0,25.0,28.0,5.50757054728613,1,5,0,24.448995118022232
2023-05-17,Store_1,Product_1,30,185,0,26.0,27.0,28.142857142857142,5.429197958832481,2,5,0,24.797692540345007
2023-05-18,Store_1,Product_1,29,319,0,30.0,25.0,28.571428571428573,5.442338432976022,3,5,0,25.3486471174969
2023-05-19,Store_1,Product_1,25,193,0,29.0,21.0,29.142857142857142,5.209880722517301,4,5,0,25.075777549474747
2023-05-20,Store_1,Product_1,34,499,0,25.0,36.0,29.714285714285715,4.3094580368567,5,5,0,35.69609512331526
2023-05-21,Store_1,Product_1,40,440,0,34.0,35.0,29.428571428571427,3.866830866792754,6,5,0,36.81712243359797
2023-05-22,Store_1,Product_1,27,353,0,40.0,27.0,30.142857142857142,5.273473599964642,0,5,0,26.145650732346734
2023-05-23,Store_1,Product_1,25,109,0,27.0,26.0,30.142857142857142,5.273473599964642,1,5,0,25.830117269547923
2023-05-24,Store_1,Product_1,26,389,0,25.0,30.0,30.0,5.416025603090661,2,5,0,26.04043518906882
2023-05-25,Store_1,Product_1,24,349,0,26.0,29.0,29.428571428571427,5.623081683476408,3,5,0,25.664490290920277
2023-05-26,Store_1,Product_1,23,356,0,24.0,25.0,28.714285714285715,5.99205823609569,4,5,0,25.34620047004739
2023-05-27,Store_1,Product_1,38,103,0,23.0,34.0,28.428571428571427,6.241184258807078,5,5,0,34.67801017317407
2023-05-28,Store_1,Product_1,53,357,1,38.0,40.0,29.0,6.97614984548547,6,5,53,52.39814911611208
2023-05-29,Store_1,Product_1,36,259,1,53.0,27.0,30.857142857142858,10.976164652381573,0,5,36,39.399354828511235
2023-05-30,Store_1,Product_1,46,495,1,36.0,25.0,32.142857142857146,10.97616465238157,1,5,46,41.36978825396286
2023-05-31,Store_1,Product_1,22,132,0,46.0,26.0,35.142857142857146,11.553189623484526,2,5,0,26.505534213629243
2023-06-01,Store_1,Product_1,36,200,1,22.0,24.0,34.57142857142857,12.16356777234299,3,6,36,39.16605724548377
2023-06-02,Store_1,Product_1,38,267,1,36.0,23.0,36.285714285714285,11.235572759681421,4,6,38,39.48354378375265
2023-06-03,Store_1,Product_1,40,384,0,38.0,38.0,38.42857142857143,9.589180410878754,5,6,0,39.909609921308444
2023-06-04,Store_1,Product_1,32,341,0,40.0,53.0,38.714285714285715,9.604066599003522,6,6,0,37.27740051901706
2023-06-05,Store_1,Product_1,23,189,0,32.0,36.0,35.714285714285715,7.432233529572062,0,6,0,28.854816597662843
2023-06-06,Store_1,Product_1,28,189,0,23.0,46.0,33.857142857142854,8.839844859659992,1,6,0,26.66385986742583
2023-06-07,Store_1,Product_1,22,490,0,28.0,22.0,31.285714285714285,7.181324987175327,2,6,0,25.463329213938678
2023-06-08,Store_1,Product_1,24,213,0,22.0,36.0,31.285714285714285,7.181324987175326,3,6,0,25.266935986935138
2023-06-09,Store_1,Product_1,46,316,1,24.0,38.0,29.571428571428573,7.299706452023566,4,6,46,41.444244110693695
2023-06-10,Store_1,Product_1,50,263,1,46.0,40.0,30.714285714285715,9.214377998799597,5,6,50,49.96882505037231
2023-06-11,Store_1,Product_1,40,291,0,50.0,32.0,32.142857142857146,11.408017231002821,6,6,0,36.1267843732698
2023-06-12,Store_1,Product_1,38,135,1,40.0,23.0,33.285714285714285,11.785786435565596,0,6,38,39.82781746857469
2023-06-13,Store_1,Product_1,22,195,0,38.0,28.0,35.42857142857143,10.93704931044236,1,6,0,26.258472361265326
2023-06-14,Store_1,Product_1,43,323,1,22.0,22.0,34.57142857142857,11.816050423853468,2,6,43,41.52348940109613
2023-06-15,Store_1,Product_1,25,282,0,43.0,24.0,37.57142857142857,10.706028564273852,3,6,0,26.940287616388154
2023-06-16,Store_1,Product_1,27,460,0,25.0,46.0,37.714285714285715,10.499433091271893,4,6,0,28.203787415074817
2023-06-17,Store_1,Product_1,31,183,0,27.0,50.0,35.0,10.456258094238754,5,6,0,34.13486573880054
2023-06-18,Store_1,Product_1,39,286,0,31.0,40.0,32.285714285714285,8.118174789000426,6,6,0,35.45763304964637
2023-06-19,Store_1,Product_1,23,495,0,39.0,38.0,32.142857142857146,7.967194642795585,0,6,0,25.003345722655975
2023-06-20,Store_1,Product_1,44,364,1,23.0,22.0,30.0,8.144527815247093,1,6,44,40.360064164692176
2023-06-21,Store_1,Product_1,42,322,1,44.0,43.0,33.142857142857146,8.764104278791072,2,6,42,41.11029748820796
2023-06-22,Store_1,Product_1,24,466,0,42.0,25.0,33.0,8.582928793055832,3,6,0,25.65699069744061
2023-06-23,Store_1,Product_1,25,495,0,24.0,27.0,32.857142857142854,8.745066636463708,4,6,0,25.987061055469507
2023-06-24,Store_1,Product_1,39,152,0,25.0,31.0,32.57142857142857,8.997354108424384,5,6,0,35.42133354333909
2023-06-25,Store_1,Product_1,37,138,0,39.0,39.0,33.714285714285715,9.268482179125236,6,6,0,35.526378983769106
2023-06-26,Store_1,Product_1,25,497,0,37.0,23.0,33.42857142857143,9.107819769427868,0,6,0,26.372967537538628
2023-06-27,Store_1,Product_1,30,314,0,25.0,44.0,33.714285714285715,8.750510189207755,1,6,0,26.15378272630845
2023-06-28,Store_1,Product_1,31,338,0,30.0,42.0,31.714285714285715,7.521398046336118,2,6,0,25.621743304836283
2023-06-29,Store_1,Product_1,29,352,0,31.0,24.0,30.142857142857142,6.01189297500025,3,6,0,25.687822983342826
2023-06-30,Store_1,Product_1,26,240,0,29.0,25.0,30.857142857142858,5.4291979588324715,4,6,0,25.98445054075511
2023-07-01,Store_1,Product_1,38,382,0,26.0,39.0,31.0,5.259911279353185,5,7,0,38.05156231758182
2023-07-02,Store_1,Product_1,40,128,0,38.0,37.0,30.857142857142858,5.014265364224089,6,7,0,37.76956476865517
2023-07-03,Store_1,Product_1,25,235,0,40.0,25.0,31.285714285714285,5.707138387268067,0,7,0,25.36631112179689
2023-07-04,Store_1,Product_1,36,244,1,25.0,30.0,31.285714285714285,5.707138387268067,1,7,36,40.56490921677508
2023-07-05,Store_1,Product_1,42,231,1,36.0,31.0,32.142857142857146,5.928141120356137,2,7,42,41.71546747535122
2023-07-06,Store_1,Product_1,24,374,0,42.0,29.0,33.714285714285715,6.945365018348235,3,7,0,28.565023646399275
2023-07-07,Store_1,Product_1,26,301,0,24.0,26.0,33.0,7.724420150837655,4,7,0,26.230515316030754
2023-07-08,Store_1,Product_1,40,225,0,26.0,38.0,33.0,7.724420150837655,5,7,0,36.111919938619046
2023-07-09,Store_1,Product_1,33,341,0,40.0,40.0,33.285714285714285,7.973169292786196,6,7,0,35.38866681512019
2023-07-10,Store_1,Product_1,30,416,0,33.0,25.0,32.285714285714285,7.409774753982881,0,7,0,26.253349978148634
2023-07-11,Store_1,Product_1,29,486,0,30.0,36.0,33.0,6.806859285554056,1,7,0,26.454399741546943
2023-07-12,Store_1,Product_1,29,468,0,29.0,42.0,32.0,6.806859285554057,2,7,0,25.8906814283369
2023-07-13,Store_1,Product_1,44,216,1,29.0,24.0,30.142857142857142,5.209880722517296,3,7,44,42.27635242549141
2023-07-14,Store_1,Product_1,41,272,1,44.0,26.0,33.0,6.582805886043844,4,7,41,41.445092517521225
2023-07-15,Store_1,Product_1,35,312,0,41.0,40.0,35.142857142857146,6.362090102803528,5,7,0,38.00674131192907
2023-07-16,Store_1,Product_1,56,263,1,35.0,33.0,34.42857142857143,5.99603043290985,6,7,56,53.57759045237088
2023-07-17,Store_1,Product_1,23,146,0,56.0,30.0,37.714285714285715,10.028530728448144,0,7,0,28.938479543872077
2023-07-18,Store_1,Product_1,29,242,0,23.0,29.0,36.714285714285715,11.20586581087908,1,7,0,28.21590242447482
2023-07-19,Store_1,Product_1,21,473,0,29.0,29.0,36.714285714285715,11.20586581087908,2,7,0,28.5923534055175
2023-07-20,Store_1,Product_1,38,111,1,21.0,44.0,35.57142857142857,12.46136887688164,3,7,38,39.52961180887931
2023-07-21,Store_1,Product_1,45,457,1,38.0,41.0,34.714285714285715,11.982129550769708,4,7,45,42.48309861767553
2023-07-22,Store_1,Product_1,38,107,0,45.0,35.0,35.285714285714285,12.419263071458602,5,7,0,37.15118816970133
2023-07-23,Store_1,Product_1,40,189,0,38.0,56.0,35.714285714285715,12.459458063579463,6,7,0,38.46688031129121
2023-07-24,Store_1,Product_1,28,277,0,40.0,23.0,33.42857142857143,9.14434511701345,0,7,0,26.3016135707856
2023-07-25,Store_1,Product_1,40,291,1,28.0,29.0,34.142857142857146,8.355209381548969,1,7,40,42.517807597291764
2023-07-26,Store_1,Product_1,31,244,0,40.0,21.0,35.714285714285715,8.260635280539583,2,7,0,28.72526611707756
2023-07-27,Store_1,Product_1,29,311,0,31.0,38.0,37.142857142857146,5.785861256216785,3,7,0,30.849395954902025
2023-07-28,Store_1,Product_1,38,181,1,29.0,45.0,35.857142857142854,6.517376042257385,4,7,38,41.162485683125176
2023-07-29,Store_1,Product_1,33,402,0,38.0,38.0,34.857142857142854,5.30498417932205,5,7,0,37.91313740855333
2023-07-30,Store_1,Product_1,39,411,0,33.0,40.0,34.142857142857146,5.145501965424812,6,7,0,39.91531125271879
2023-07-31,Store_1,Product_1,22,104,0,39.0,28.0,34.0,4.966554808583794,0,7,0,26.034632005374853
2023-08-01,Store_1,Product_1,27,473,0,22.0,40.0,33.142857142857146,6.4660284417503116,1,8,0,26.37683949192578
2023-08-02,Store_1,Product_1,21,338,0,27.0,31.0,31.285714285714285,6.019808571549053,2,8,0,25.81629769405941
2023-08-03,Store_1,Product_1,21,381,0,21.0,29.0,29.857142857142858,7.1746909672954375,3,8,0,25.557915008857567
2023-08-04,Store_1,Product_1,44,382,1,21.0,38.0,28.714285714285715,7.931252228038282,4,8,44,40.86134144088125
2023-08-05,Store_1,Product_1,46,197,1,44.0,33.0,29.571428571428573,9.306935457982283,5,8,46,47.93188115524344
2023-08-06,Store_1,Product_1,39,484,0,46.0,39.0,31.428571428571427,11.207990347026884,6,8,0,36.159049866108106
2023-08-07,Store_1,Product_1,25,105,0,39.0,22.0,31.428571428571427,11.207990347026884,0,8,0,25.194095743648134
2023-08-08,Store_1,Product_1,21,232,0,25.0,27.0,31.857142857142858,10.838643387259802,1,8,0,25.539661228481897
2023-08-09,Store_1,Product_1,41,122,1,21.0,21.0,31.0,11.503622617824941,2,8,41,39.8315254319353
2023-08-10,Store_1,Product_1,25,301,0,41.0,21.0,33.857142857142854,11.081945849422109,3,8,0,26.053856003162775
2023-08-11,Store_1,Product_1,30,184,0,25.0,44.0,34.42857142857143,10.390013520317527,4,8,0,26.42670724612354
2023-08-12,Store_1,Product_1,39,150,0,30.0,46.0,32.42857142857143,9.554355775546274,5,8,0,35.55684562380679
2023-08-13,Store_1,Product_1,34,468,0,39.0,39.0,31.428571428571427,8.162049229148757,6,8,0,35.40057537898218
2023-08-14,Store_1,Product_1,28,447,0,34.0,25.0,30.714285714285715,7.5875838427940145,0,8,0,25.35700147565949
2023-08-15,Store_1,Product_1,28,349,0,28.0,21.0,31.142857142857142,7.289914755527484,1,8,0,25.37614579359084
2023-08-16,Store_1,Product_1,22,358,0,28.0,41.0,32.142857142857146,6.039552175136053,2,8,0,25.77320172276261
2023-08-17,Store_1,Product_1,31,153,0,22.0,25.0,29.428571428571427,5.652643713553969,3,8,0,25.274806113189843
2023-08-18,Store_1,Product_1,25,350,0,31.0,30.0,30.285714285714285,5.313952882562609,4,8,0,26.09186367845593
2023-08-19,Store_1,Product_1,39,354,0,25.0,39.0,29.571428571428573,5.682051943243263,5,8,0,36.789925088005845
2023-08-20,Store_1,Product_1,37,440,0,39.0,34.0,29.571428571428573,5.682051943243263,6,8,0,35.787898759723426
2023-08-21,Store_1,Product_1,37,202,1,37.0,28.0,30.0,6.1644140029689956,0,8,37,39.31271940056463
2023-08-22,Store_1,Product_1,26,325,0,37.0,28.0,31.285714285714285,6.600865744084541,1,8,0,25.60877999880188
2023-08-23,Store_1,Product_1,26,437,0,26.0,22.0,31.0,6.806859285554061,2,8,0,25.50542934500956
2023-08-24,Store_1,Product_1,31,407,0,26.0,31.0,31.571428571428573,6.051367417290724,3,8,0,26.108827806573103
