date,store_id,product_id,qty_sold,price,on_promo
2023-07-28,Store_1,Product_1,38,181,1
2023-07-29,Store_1,Product_1,33,402,0
2023-07-30,Store_1,Product_1,39,411,0
2023-07-31,Store_1,Product_1,22,104,0
2023-08-01,Store_1,Product_1,27,473,0
2023-08-02,Store_1,Product_1,21,338,0
2023-08-03,Store_1,Product_1,21,381,0
2023-08-04,Store_1,Product_1,44,382,1
2023-08-05,Store_1,Product_1,46,197,1
2023-08-06,Store_1,Product_1,39,484,0
2023-08-07,Store_1,Product_1,25,105,0
2023-08-08,Store_1,Product_1,21,232,0
2023-08-09,Store_1,Product_1,41,122,1
2023-08-10,Store_1,Product_1,25,301,0
2023-08-11,Store_1,Product_1,30,184,0
2023-08-12,Store_1,Product_1,39,150,0
2023-08-13,Store_1,Product_1,34,468,0
2023-08-14,Store_1,Product_1,28,447,0
2023-08-15,Store_1,Product_1,28,349,0
2023-08-16,Store_1,Product_1,22,358,0
2023-08-17,Store_1,Product_1,31,153,0
2023-08-18,Store_1,Product_1,25,350,0
2023-08-19,Store_1,Product_1,39,354,0
2023-08-20,Store_1,Product_1,37,440,0
2023-08-21,Store_1,Product_1,37,202,1
2023-08-22,Store_1,Product_1,26,325,0
2023-08-23,Store_1,Product_1,26,437,0
2023-08-24,Store_1,Product_1,31,407,0
2023-08-25,Store_1,Product_1,29,434,0
2023-08-26,Store_1,Product_1,37,180,0
2023-08-27,Store_1,Product_1,35,237,0
2023-08-28,Store_1,Product_1,43,372,1
2023-08-29,Store_1,Product_1,24,133,0
2023-08-30,Store_1,Product_1,26,304,0
2023-08-31,Store_1,Product_1,31,470,0
2023-09-01,Store_1,Product_1,29,435,0
2023-09-02,Store_1,Product_1,41,107,0
2023-09-03,Store_1,Product_1,34,283,0
2023-09-04,Store_1,Product_1,44,294,1
2023-09-05,Store_1,Product_1,31,160,0
2023-09-06,Store_1,Product_1,30,376,0
2023-09-07,Store_1,Product_1,25,269,0
2023-09-08,Store_1,Product_1,26,100,0
2023-09-09,Store_1,Product_1,35,445,0
2023-09-10,Store_1,Product_1,32,317,0
2023-09-11,Store_1,Product_1,31,348,0
2023-09-12,Store_1,Product_1,29,155,0
2023-09-13,Store_1,Product_1,46,160,1
2023-09-14,Store_1,Product_1,21,356,0
2023-09-15,Store_1,Product_1,28,352,0
2023-09-16,Store_1,Product_1,34,226,0
2023-09-17,Store_1,Product_1,38,127,0
2023-09-18,Store_1,Product_1,27,485,0
2023-09-19,Store_1,Product_1,30,411,0
2023-09-20,Store_1,Product_1,23,210,0
2023-09-21,Store_1,Product_1,27,338,0
2023-09-22,Store_1,Product_1,22,326,0
2023-09-23,Store_1,Product_1,33,218,0
2023-09-24,Store_1,Product_1,35,138,0
2023-09-25,Store_1,Product_1,44,185,1
2023-09-26,Store_1,Product_1,30,124,0
2023-09-27,Store_1,Product_1,21,124,0
2023-09-28,Store_1,Product_1,24,332,0
2023-09-29,Store_1,Product_1,22,210,0
2023-09-30,Store_1,Product_1,36,363,0
2023-10-01,Store_1,Product_1,38,182,0
2023-10-02,Store_1,Product_1,30,105,0
2023-10-03,Store_1,Product_1,24,325,0
2023-10-04,Store_1,Product_1,31,464,0
2023-10-05,Store_1,Product_1,26,388,0
2023-10-06,Store_1,Product_1,25,297,0
2023-10-07,Store_1,Product_1,36,103,0
2023-10-08,Store_1,Product_1,41,449,0
2023-10-09,Store_1,Product_1,43,346,1
2023-10-10,Store_1,Product_1,23,139,0
2023-10-11,Store_1,Product_1,40,322,1
2023-10-12,Store_1,Product_1,26,319,0
2023-10-13,Store_1,Product_1,46,233,1
2023-10-14,Store_1,Product_1,36,161,0
2023-10-15,Store_1,Product_1,39,302,0
2023-10-16,Store_1,Product_1,28,272,0
2023-10-17,Store_1,Product_1,25,217,0
2023-10-18,Store_1,Product_1,24,324,0
2023-10-19,Store_1,Product_1,24,146,0
2023-10-20,Store_1,Product_1,21,419,0
2023-10-21,Store_1,Product_1,36,238,0
2023-10-22,Store_1,Product_1,34,358,0
2023-10-23,Store_1,Product_1,21,109,0
2023-10-24,Store_1,Product_1,25,271,0
2023-10-25,Store_1,Product_1,22,229,0
2023-10-26,Store_1,Product_1,24,200,0
2023-10-27,Store_1,Product_1,29,498,0
2023-10-28,Store_1,Product_1,38,193,0
2023-10-29,Store_1,Product_1,46,335,1
2023-10-30,Store_1,Product_1,22,475,0
2023-10-31,Store_1,Product_1,46,175,1
2023-11-01,Store_1,Product_1,23,395,0
2023-11-02,Store_1,Product_1,26,448,0
2023-11-03,Store_1,Product_1,43,328,1
2023-11-04,Store_1,Product_1,33,104,0
2023-11-05,Store_1,Product_1,33,161,0
2023-11-06,Store_1,Product_1,24,141,0
2023-11-07,Store_1,Product_1,29,427,0
2023-11-08,Store_1,Product_1,27,387,0
2023-11-09,Store_1,Product_1,23,452,0
2023-11-10,Store_1,Product_1,27,252,0
2023-11-11,Store_1,Product_1,46,408,1
2023-11-12,Store_1,Product_1,38,138,0
2023-11-13,Store_1,Product_1,23,166,0
2023-11-14,Store_1,Product_1,27,141,0
2023-11-15,Store_1,Product_1,24,256,0
2023-11-16,Store_1,Product_1,21,330,0
2023-11-17,Store_1,Product_1,31,137,0
2023-11-18,Store_1,Product_1,39,388,0
2023-11-19,Store_1,Product_1,34,109,0
2023-11-20,Store_1,Product_1,40,452,1
2023-11-21,Store_1,Product_1,41,258,1
2023-11-22,Store_1,Product_1,24,283,0
2023-11-23,Store_1,Product_1,28,146,0
2023-11-24,Store_1,Product_1,24,229,0
2023-11-25,Store_1,Product_1,41,342,0
2023-11-26,Store_1,Product_1,34,398,0
2023-11-27,Store_1,Product_1,31,110,0
2023-11-28,Store_1,Product_1,30,233,0
2023-11-29,Store_1,Product_1,28,445,0
2023-11-30,Store_1,Product_1,31,240,0
2023-12-01,Store_1,Product_1,28,210,0
2023-12-02,Store_1,Product_1,53,455,1
2023-12-03,Store_1,Product_1,34,392,0
2023-12-04,Store_1,Product_1,28,191,0
2023-12-05,Store_1,Product_1,30,150,0
2023-12-06,Store_1,Product_1,43,366,1
2023-12-07,Store_1,Product_1,27,200,0
2023-12-08,Store_1,Product_1,25,281,0
2023-12-09,Store_1,Product_1,52,418,1
2023-12-10,Store_1,Product_1,36,498,0
2023-12-11,Store_1,Product_1,25,408,0
2023-12-12,Store_1,Product_1,29,412,0
2023-12-13,Store_1,Product_1,25,390,0
2023-12-14,Store_1,Product_1,24,174,0
2023-12-15,Store_1,Product_1,26,309,0
2023-12-16,Store_1,Product_1,41,116,0
2023-12-17,Store_1,Product_1,41,350,0
2023-12-18,Store_1,Product_1,23,124,0
2023-12-19,Store_1,Product_1,27,443,0
2023-12-20,Store_1,Product_1,21,162,0
2023-12-21,Store_1,Product_1,31,255,0
2023-12-22,Store_1,Product_1,22,436,0
2023-12-23,Store_1,Product_1,34,247,0
2023-12-24,Store_1,Product_1,51,162,1
2023-12-25,Store_1,Product_1,28,356,0
2023-12-26,Store_1,Product_1,27,310,0
2023-12-27,Store_1,Product_1,21,385,0
2023-12-28,Store_1,Product_1,28,356,0
2023-12-29,Store_1,Product_1,23,293,0
2023-12-30,Store_1,Product_1,36,213,0
2023-12-31,Store_1,Product_1,36,231,0
2023-01-01,Store_1,Product_2,47,458,1
2023-01-02,Store_1,Product_2,17,465,0
2023-01-03,Store_1,Product_2,16,186,0
2023-01-04,Store_1,Product_2,21,277,0
2023-01-05,Store_1,Product_2,21,420,0
2023-01-06,Store_1,Product_2,23,354,0
2023-01-07,Store_1,Product_2,32,338,0
2023-01-08,Store_1,Product_2,29,196,0
2023-01-09,Store_1,Product_2,22,195,0
2023-01-10,Store_1,Product_2,22,219,0
2023-01-11,Store_1,Product_2,40,264,1
2023-01-12,Store_1,Product_2,20,322,0
2023-01-13,Store_1,Product_2,36,106,1
2023-01-14,Store_1,Product_2,34,250,0
2023-01-15,Store_1,Product_2,29,480,0
2023-01-16,Store_1,Product_2,17,287,0
2023-01-17,Store_1,Product_2,31,402,1
2023-01-18,Store_1,Product_2,19,333,0
2023-01-19,Store_1,Product_2,16,218,0
2023-01-20,Store_1,Product_2,18,355,0
2023-01-21,Store_1,Product_2,33,454,0
2023-01-22,Store_1,Product_2,43,463,1
2023-01-23,Store_1,Product_2,22,257,0
2023-01-24,Store_1,Product_2,37,314,1
2023-01-25,Store_1,Product_2,15,308,0
2023-01-26,Store_1,Product_2,23,336,0
2023-01-27,Store_1,Product_2,23,345,0
2023-01-28,Store_1,Product_2,45,103,1
2023-01-29,Store_1,Product_2,34,208,0
2023-01-30,Store_1,Product_2,16,174,0
2023-01-31,Store_1,Product_2,35,440,1
2023-02-01,Store_1,Product_2,24,133,0
2023-02-02,Store_1,Product_2,15,477,0
2023-02-03,Store_1,Product_2,21,441,0
2023-02-04,Store_1,Product_2,29,386,0
2023-02-05,Store_1,Product_2,30,197,0
2023-02-06,Store_1,Product_2,23,493,0
2023-02-07,Store_1,Product_2,15,289,0
2023-02-08,Store_1,Product_2,24,229,0
2023-02-09,Store_1,Product_2,20,406,0
2023-02-10,Store_1,Product_2,19,381,0
2023-02-11,Store_1,Product_2,44,110,1
2023-02-12,Store_1,Product_2,28,394,0
2023-02-13,Store_1,Product_2,22,197,0
2023-02-14,Store_1,Product_2,21,345,0
2023-02-15,Store_1,Product_2,20,388,0
2023-02-16,Store_1,Product_2,24,247,0
2023-02-17,Store_1,Product_2,17,436,0
2023-02-18,Store_1,Product_2,35,300,0
2023-02-19,Store_1,Product_2,34,172,0
2023-02-20,Store_1,Product_2,23,228,0
2023-02-21,Store_1,Product_2,23,203,0
2023-02-22,Store_1,Product_2,24,390,0
2023-02-23,Store_1,Product_2,17,207,0
2023-02-24,Store_1,Product_2,17,453,0
2023-02-25,Store_1,Product_2,27,404,0
2023-02-26,Store_1,Product_2,40,410,1
2023-02-27,Store_1,Product_2,15,417,0
2023-02-28,Store_1,Product_2,22,248,0
2023-03-01,Store_1,Product_2,15,473,0
2023-03-02,Store_1,Product_2,35,188,1
2023-03-03,Store_1,Product_2,40,464,1
2023-03-04,Store_1,Product_2,34,365,0
2023-03-05,Store_1,Product_2,46,381,1
2023-03-06,Store_1,Product_2,19,490,0
2023-03-07,Store_1,Product_2,19,470,0
2023-03-08,Store_1,Product_2,37,314,1
2023-03-09,Store_1,Product_2,16,471,0
2023-03-10,Store_1,Product_2,21,202,0
2023-03-11,Store_1,Product_2,25,251,0
2023-03-12,Store_1,Product_2,27,400,0
2023-03-13,Store_1,Product_2,31,270,1
2023-03-14,Store_1,Product_2,22,463,0
2023-03-15,Store_1,Product_2,21,103,0
2023-03-16,Store_1,Product_2,20,309,0
2023-03-17,Store_1,Product_2,30,207,1
2023-03-18,Store_1,Product_2,26,269,0
2023-03-19,Store_1,Product_2,26,346,0
2023-03-20,Store_1,Product_2,31,326,1
2023-03-21,Store_1,Product_2,40,128,1
2023-03-22,Store_1,Product_2,15,344,0
2023-03-23,Store_1,Product_2,23,335,0
2023-03-24,Store_1,Product_2,23,458,0
2023-03-25,Store_1,Product_2,28,276,0
2023-03-26,Store_1,Product_2,27,475,0
2023-03-27,Store_1,Product_2,16,392,0
2023-03-28,Store_1,Product_2,23,172,0
2023-03-29,Store_1,Product_2,15,239,0
2023-03-30,Store_1,Product_2,40,160,1
2023-03-31,Store_1,Product_2,19,297,0
2023-04-01,Store_1,Product_2,46,401,1
2023-04-02,Store_1,Product_2,32,432,0
2023-04-03,Store_1,Product_2,16,151,0
2023-04-04,Store_1,Product_2,18,247,0
2023-04-05,Store_1,Product_2,20,465,0
2023-04-06,Store_1,Product_2,24,412,0
2023-04-07,Store_1,Product_2,24,358,0
2023-04-08,Store_1,Product_2,32,360,0
2023-04-09,Store_1,Product_2,45,276,1
2023-04-10,Store_1,Product_2,38,477,1
2023-04-11,Store_1,Product_2,15,277,0
2023-04-12,Store_1,Product_2,16,315,0
2023-04-13,Store_1,Product_2,32,368,1
2023-04-14,Store_1,Product_2,22,188,0
2023-04-15,Store_1,Product_2,48,456,1
2023-04-16,Store_1,Product_2,26,422,0
2023-04-17,Store_1,Product_2,25,236,0
2023-04-18,Store_1,Product_2,32,431,1
2023-04-19,Store_1,Product_2,39,139,1
2023-04-20,Store_1,Product_2,23,325,0
2023-04-21,Store_1,Product_2,22,137,0
2023-04-22,Store_1,Product_2,32,275,0
2023-04-23,Store_1,Product_2,34,136,0
2023-04-24,Store_1,Product_2,34,213,1
2023-04-25,Store_1,Product_2,37,417,1
2023-04-26,Store_1,Product_2,32,155,1
2023-04-27,Store_1,Product_2,22,446,0
2023-04-28,Store_1,Product_2,30,246,1
2023-04-29,Store_1,Product_2,32,158,0
2023-04-30,Store_1,Product_2,35,368,0
2023-05-01,Store_1,Product_2,25,280,0
2023-05-02,Store_1,Product_2,24,254,0
2023-05-03,Store_1,Product_2,20,232,0
2023-05-04,Store_1,Product_2,40,348,1
2023-05-05,Store_1,Product_2,32,493,1
2023-05-06,Store_1,Product_2,35,138,0
2023-05-07,Store_1,Product_2,41,305,1
2023-05-08,Store_1,Product_2,21,112,0
2023-05-09,Store_1,Product_2,40,116,1
2023-05-10,Store_1,Product_2,22,287,0
2023-05-11,Store_1,Product_2,37,425,1
2023-05-12,Store_1,Product_2,17,173,0
2023-05-13,Store_1,Product_2,48,418,1
2023-05-14,Store_1,Product_2,29,295,0
2023-05-15,Store_1,Product_2,18,341,0
2023-05-16,Store_1,Product_2,18,116,0
2023-05-17,Store_1,Product_2,20,473,0
2023-05-18,Store_1,Product_2,15,219,0
2023-05-19,Store_1,Product_2,40,369,1
2023-05-20,Store_1,Product_2,28,480,0
2023-05-21,Store_1,Product_2,31,132,0
2023-05-22,Store_1,Product_2,20,157,0
2023-05-23,Store_1,Product_2,21,325,0
2023-05-24,Store_1,Product_2,18,496,0
2023-05-25,Store_1,Product_2,23,474,0
2023-05-26,Store_1,Product_2,25,229,0
2023-05-27,Store_1,Product_2,28,126,0
2023-05-28,Store_1,Product_2,42,335,1
2023-05-29,Store_1,Product_2,22,120,0
2023-05-30,Store_1,Product_2,19,361,0
2023-05-31,Store_1,Product_2,17,486,0
2023-06-01,Store_1,Product_2,25,479,0
2023-06-02,Store_1,Product_2,20,262,0
2023-06-03,Store_1,Product_2,25,111,0
2023-06-04,Store_1,Product_2,41,307,1
2023-06-05,Store_1,Product_2,40,244,1
2023-06-06,Store_1,Product_2,19,126,0
2023-06-07,Store_1,Product_2,16,486,0
2023-06-08,Store_1,Product_2,34,477,1
2023-06-09,Store_1,Product_2,17,114,0
2023-06-10,Store_1,Product_2,33,372,0
2023-06-11,Store_1,Product_2,28,265,0
2023-06-12,Store_1,Product_2,23,313,0
2023-06-13,Store_1,Product_2,20,485,0
2023-06-14,Store_1,Product_2,22,163,0
2023-06-15,Store_1,Product_2,15,373,0
2023-06-16,Store_1,Product_2,16,194,0
2023-06-17,Store_1,Product_2,30,400,0
2023-06-18,Store_1,Product_2,48,201,1
2023-06-19,Store_1,Product_2,23,313,0
2023-06-20,Store_1,Product_2,17,175,0
2023-06-21,Store_1,Product_2,23,179,0
2023-06-22,Store_1,Product_2,20,247,0
2023-06-23,Store_1,Product_2,15,341,0
2023-06-24,Store_1,Product_2,25,388,0
2023-06-25,Store_1,Product_2,33,176,0
2023-06-26,Store_1,Product_2,18,202,0
2023-06-27,Store_1,Product_2,31,189,1
2023-06-28,Store_1,Product_2,39,205,1
2023-06-29,Store_1,Product_2,21,459,0
2023-06-30,Store_1,Product_2,25,222,0
2023-07-01,Store_1,Product_2,30,172,0
2023-07-02,Store_1,Product_2,31,140,0
2023-07-03,Store_1,Product_2,31,427,1
2023-07-04,Store_1,Product_2,16,183,0
2023-07-05,Store_1,Product_2,25,183,0
2023-07-06,Store_1,Product_2,18,121,0
2023-07-07,Store_1,Product_2,24,226,0
2023-07-08,Store_1,Product_2,33,113,0
2023-07-09,Store_1,Product_2,35,111,0
2023-07-10,Store_1,Product_2,21,124,0
2023-07-11,Store_1,Product_2,17,154,0
2023-07-12,Store_1,Product_2,18,320,0
2023-07-13,Store_1,Product_2,21,387,0
2023-07-14,Store_1,Product_2,17,310,0
2023-07-15,Store_1,Product_2,30,411,0
2023-07-16,Store_1,Product_2,33,301,0
2023-07-17,Store_1,Product_2,17,192,0
2023-07-18,Store_1,Product_2,20,452,0
2023-07-19,Store_1,Product_2,21,449,0
2023-07-20,Store_1,Product_2,19,123,0
2023-07-21,Store_1,Product_2,18,319,0
2023-07-22,Store_1,Product_2,28,149,0
2023-07-23,Store_1,Product_2,25,204,0
2023-07-24,Store_1,Product_2,18,453,0
2023-07-25,Store_1,Product_2,33,361,1
2023-07-26,Store_1,Product_2,21,470,0
2023-07-27,Store_1,Product_2,39,367,1
2023-07-28,Store_1,Product_2,17,139,0
2023-07-29,Store_1,Product_2,29,454,0
2023-07-30,Store_1,Product_2,34,339,0
2023-07-31,Store_1,Product_2,21,113,0
2023-08-01,Store_1,Product_2,16,424,0
2023-08-02,Store_1,Product_2,20,417,0
2023-08-03,Store_1,Product_2,35,210,1
2023-08-04,Store_1,Product_2,22,183,0
2023-08-05,Store_1,Product_2,26,244,0
2023-08-06,Store_1,Product_2,35,127,0
2023-08-07,Store_1,Product_2,31,360,1
2023-08-08,Store_1,Product_2,15,263,0
2023-08-09,Store_1,Product_2,21,494,0
2023-08-10,Store_1,Product_2,24,369,0
2023-08-11,Store_1,Product_2,24,431,0
2023-08-12,Store_1,Product_2,33,375,0
2023-08-13,Store_1,Product_2,32,100,0
2023-08-14,Store_1,Product_2,23,383,0
2023-08-15,Store_1,Product_2,23,274,0
2023-08-16,Store_1,Product_2,19,404,0
2023-08-17,Store_1,Product_2,15,411,0
2023-08-18,Store_1,Product_2,20,469,0
2023-08-19,Store_1,Product_2,26,392,0
2023-08-20,Store_1,Product_2,28,100,0
2023-08-21,Store_1,Product_2,21,344,0
2023-08-22,Store_1,Product_2,25,278,0
2023-08-23,Store_1,Product_2,24,341,0
2023-08-24,Store_1,Product_2,22,225,0
2023-08-25,Store_1,Product_2,16,384,0
2023-08-26,Store_1,Product_2,33,283,0
2023-08-27,Store_1,Product_2,35,393,0
2023-08-28,Store_1,Product_2,18,225,0
2023-08-29,Store_1,Product_2,18,333,0
